Inventaire?,N° réf,Jeux,Classification ludothèque COL,COL adapté 1,COL adapté 2,Etat,Âge,Duree,Nbre de joueurs,Thème,Prix neuf,Jeton(s),A vendre?,Poids,Nbre de cartes,Dimension cartes,don provenance?,Date d'entrée,trictrac,titre officiel,annee de sortie,illustrateur,image_editeur,auteur,,editeur,description,caractéristique,mécanisme,Commentaires,Année de rentrée,Enfants / Adultes,Manque,Inventaire,dernier inventaire,liens vers video régles
ok,431,Qui l'a vu,R,ASS,ASS,Bon,6,30,2 - 4,Fantastique,39.95,2,,,,,,26-01-2018,,,,,,,,Graham Howells,,,,,2017-2018,Enfants,,1 plateau; 4 portes; 1 coffre; 4 pions; 1 fantôme; 1 chat; 9 jetons nourriture; 4 clé; 10 portraits de suspect; 1 dé ; 1 anneau; 1 coussin.,12/08/2019,
ok,432,Crokinole,R,ADR,ADR,Bon,8,15,2 - 4,Bois,67.5,3,,,,,,06-07-2017,,,,,,,,,,,,,2017-2018,Animations,,,,
ok,433,Kubb (Goki),R,ADR,ADR,Bon,8,30,2 - 8,Bois,37.5,2,,,,,,06-07-2017,,,,,,,,,,,,,2017-2018,Animations,,"1 sac, 1 regle, 10 cubes ; 1 cube roi ; 4 piquets; 6 lanceurs",12/08/2019,
ok,434,Labyrinthe Coopératif,R,COO,ADR,Bon,8,10,2 - 4,Bois,103.5,3,,,,,,06-07-2017,,,,,,,,,,,,,2017-2018,Animations,,1 plateau support ; 1 plateau labyrinthe; 2 billes ; piquet + ficelle.,12/08/2019,
ok,435,Accroche toi,R,ADR,ADR,Bon,8,5,2 - 4,Bois,43.9,3,,,,,,06-07-2017,,,,,,,,,,,,,2017-2018,Animations,,3 doublettes ; échelle en bois,12/08/2019,
ok,436,Pallina,R,ADR,ADR,Bon,4,10,2 - 4,Bois,35.9,2,,,,,,06-07-2017,,,,,,,,,,,,,2017-2018,Animations,1 boules,1 panier; 1 tapis; 20 baguettes; 16 boules,12/08/2019,
ok,437,Kapla (2000),S,COS,COS,Correct,4,20,2 - 6,Bois,400,3,,,,,,01-09-2016,,,,,,,,,,,,,2016-2017,Animations,,pas compté,12/08/2019,
ok,438,Passe trappe à 4,R,ADR,ADR,Bon,8,5,2 - 4,Bois,100,3,,,,,Construction Fred,05-05-2017,,,,,,,,,,,,,2016-2017,Animations,,"1 plateau , 12 palets",12/08/2019,
ok,439,Azul,R,COM,COM,Bon,8,30 - 60,2 - 4,Abstrait,35.9,2,,,,,,28-02-2018,,,,,,,,Plan B Games,,,,,2017-2018,Adultes,,1 regle;100 tuiles; 9 cercles;4 marqueurs; 1 marqueurs 1er joueurs; 1 sac,09/08/2019,
,440,Château aventure,R,EXP,EXP,Bon,10,30,2 - 10,Aventure,25,2,,,,,,28-02-2018,,,,,,,,Iello,,,,,2017-2018,Adultes,,1 livre;12 plans; 9 cartes animaux,09/08/2019,
,441,Booum!,R,COM,COM,Bon,7,30,2 - 4,Western,22.9,2,,,,,,28-02-2018,,,,,,,,Haba,,,,,2017-2018,Enfants,,1 mine (boite) ; 4 perso ; 4 dépots; 4 baton dinamite; 1 montre; 82 rochers; 32 pétites or licites; 35 pépites or illicites; 4 tuiles spéciales; 4 tuiles actions,09/08/2019,
,442,Abalone,R,REF,REF,Bon,7,15,2,Abstrait,29.99,2,,,,,Don Victor,28-02-2018,,,,,,,,Abalone éditions,,,,,2017-2018,Adultes,,14 billes blanche; 14 billes noires; 1 plateau; regles,09/08/2019,
,443,Blokus,R,REF,REF,Bon,5,30 - 60,2 - 4,Abstrait,33.99,2,,,,,Don Victor,28-02-2018,,,,,,,,Sekkoia,,,,,2017-2018,Adultes,,4 * 21 figure,01/08/2019,
,444,1001,R,PAR,PAR,Bon,8,40,2 - 8,1001 nuits,26.95,2,,,,,,28-02-2018,,,,,,,,Tiki éditions,,,,,2017-2018,Adultes,,36 gems; 24 jetons nuages ; 24 jetons gems ; 32 coeurs ; 1 sablier; 16 tuiles plateau RV; 2 jetons score; 1 miniature aladin ; 2 jetons tempête ; 32 cartes vote ; 4 cartes vizir; 16 cartes de vol ; 1 jetons sablier ; 1 jeton départ; 12 cartes recompense ; 4 morceaux de cadre; 1 plateau récompense; 1 régle.,30/07/2019,
,445,Magnétique & Découvertes,A,COS,COS,Bon,3,0,1,Abstrait,60,3,,,,,,28-02-2018,,,,,,,,,,,,,2017-2018,Enfants,,36 piéces,12/08/2019,
,446,Piratoons,R,COM,COM,Bon,8,30,2 - 4,Pirates,32,2,,,,,,28-02-2018,,,,,,,,Act in games,,,,,2017-2018,Adultes,,2 plateau R/V 48 tuiles équipements; 36 tuiles de 4 familles; 24 tuiles bateaux; 24 pions équipage; 40 jetons doublons; 32 jetons bombe; 1 sablier; 1 régles..,31/07/2019,
,447,Top That!,R,COM,COM,Bon,6,15,2 - 4,Magie,21.95,2,,,,,,28-02-2018,,,,,,,,Blue orange,,,,,2017-2018,Adultes,,1 regles; 55 cartes; 12 pieces; 4 jetons; 4 lapins,02/08/2019,
,448,Edenia,R,REF,REF,Bon,8,30,2 - 4,Science Fiction,29.9,2,,,,,,28-02-2018,,,,,,,,Blam,,,,,2017-2018,Adultes,1 sabotages en plus,4 bordure ext; 12 figurine; 23 tuiles; 62 jetons; 12 drapeaux; 1 dés,02/08/2019,
,449,Billard Japonais,R,ADR,ADR,Bon,8,5,2 - 4,Bois,94.5,3,,,,,Don Grande Récré,05-05-2017,,,,,,,,,,,,,2016-2017,Animations,6 boules,1 plateau; 10 boules.,12/08/2019,
,450,Dobble,R,ASS,ASS,Bon,6,10,2 - 8,Abstrait,14,1,,160,55,85,,23-04-2017,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Play factory,,,,,2017-2018,Enfants,,55 cartes; régles,31/07/2019,
,451,Imaginarium,R,EXP,EXP,Bon,14,90,2 - 5,Steampunk,44.9,3,,,,,,23-04-2017,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Bombyx,,,,,2017-2018,Adultes,,60 cubes et 4 pions bois; 40 cubes et 3 pions cuivres; 30 cubes et 3 pions cristal; 70 gemmes charboniums et 5 pions; 1 boite rangements; 5 paravents; 5 plateaux perso; 5 figurines; 65 PV; 30 jetons projets; 61 cartes machines; 13 cartes assistant; 14 tuiles projet,09/08/2019,
,452,Aventuriers du rail autour du monde (Les),R,PAR,PAR,Bon,10,100,2 - 5,Véhicules,62.9,3,,,,,,23-04-2017,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Days of wonders,,,,,2017-2018,Adultes,1 carte wagon,1 plateau R/V; 5 marqueurs; 140 cartes transport le monde; 140 cartes grands lacs; 2 régles;,06/08/2019,
,453,Villa Paletti,R,ADR,ADR,Bon,6,20,2 - 4,Antiquité,34,2,,,,,,23-04-2017,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Zoch,,,,,2017-2018,Animations,,1 base; 5 plateaux; 20 colonnes; 1 sceau; 1 crochet; 1 régles,02/08/2019,
,454,Qwirkle,R,COM,COM,Bon,6,30,2 - 4,Abstrait,32,2,,,,,,23-04-2017,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Iello,,,,,2017-2018,Adultes,,"108 tuiles , 1 sac",23/08/2019,
,455,Jamaica - The crew,R,PAR,PAR,Bon,8,30 - 60,2 - 6 ,Pirates,18,1,,,,,,23-04-2017,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Gameworks,,,,,2017-2018,Adultes,,20 perso; 12 trésors,09/08/2019,
,456,Chromino,R,ASS,ASS,Bon,6,30,2 - 8,Abstrait,23,2,,,,,,23-04-2017,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Asmodée,,,,,2017-2018,Adultes,,"1 règle, 1 sachet tissus, 80 chrominos",09/08/2019,
,457,Code Names duo,R,COO,EXP,Bon,12,15,2 - 8,Mots,17.9,1,,,240,,,23-04-2017,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Iello,,,,,2017-2018,Adultes,,15 tuiles identité; 1 jetons temps; 200 cartes; 100 cartes clé 1 tuile assasin 1 carnet mission 1 livret; 1 support,09/08/2019,
,458,Carcassonne - Auberges & cathédrales,R,COM,COM,Bon,8,45,2 - 6,Médiéval,13.5,1,,,,,,23-04-2017,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,"Rio Grande Games, Hans im Glück et Schmidt",,,,,2017-2018,Adultes,,8 meeples; 1 abbé; 18 tuiles terrain;;6 grands meeple; 6 tuiles score 50/100,01/08/2019,
,459,Mikado Géant,R,ADR,ADR,Bon,5,15,2 - 4,Bois,20,2,,,,,,23-04-2017,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,,,,,,2017-2018,Animations,,20 baguettes,12/08/2019,
,460,Minuscule,R,REF,REF,Bon,8,20,2 - 6,Animaux,14,1,,,,,,23-04-2017,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Bombyx et Moonster Games,,,,,2017-2018,Enfants,,"34 cartes déplacement, 7 cartes piste RV ; 14 cartes objectif ; 7 insectes et 8 socles. 3 pions fourmi",30/07/2019,
,461,Twin It !,R,ASS,ASS,Bon,6,30,2 - 6,Abstrait,13.5,1,,,,,,23-04-2017,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Cockail games,,,,,2017-2018,Adultes,,135 cartes ; 1 règle du jeu,26/08/2019,
,462,Billard finlandais,R,ADR,ADR,Bon,6,30,2 - 10,Bois,99.9,3,,,,,,23-04-2017,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,,,,,,2017-2018,Animations,,1 plateau ; 12 quilles ; 1 palets; 1 lanceur,12/08/2019,
,463,Banana Kick,R,ADR,ADR,Bon,6,30,2 - 10,Abstrait,22.9,2,,,,,,28-02-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Play factory,,,,,2017-2018,Animations,,1 banane ; 4 piquets,31/07/2019,
,464,6 qui prend,R,COM,COM,Bon,10,30,2 - 10,Abstrait,12.9,1,,256,104,57*88,,28-02-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Amigo SPIEL + FREIZEIT GMBH et Gigamic,,,,,2017-2018,Adultes,,104 cartes ; 1 règle du jeu + extension,26/08/2019,
vendu,465,Dard dard,R,EXP,EXP,Bon,7,25,3 - 5,Animaux,10.9,1,oui,,,,,23-04-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Gigamic,,,,,2017-2018,Adultes,,82 cartes ; regles,31/07/2019,
,466,Labyrinthe magique,R,ASS,ASS,Bon,4,30,2 - 4,Fantasy,34.9,2,,,,,,23-04-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,,,,,,2017-2018,Enfants,1 jetons symbôle,24 murs en bois 24 jetons symboles ; 1 sac de toile; 1 des ; 4 magiciens ; 4 billes métalliques; regle,30/07/2019,
,467,Gobbit,R,ADR,ADR,Bon,6,30,2 - 8,Animaux,11.9,1,,,,,,23-04-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Old chap,,,,,2017-2018,Adultes,,,,
,468,Aventuriers du rail France (Les),R,PAR,PAR,Bon,8,60,2 - 5,Véhicules,35.9,2,,,,,,23-04-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Days of wonders,,,,,2017-2018,Adultes,,,,
,469,Hand's Up,R,ADR,ADR,Bon,6,15,2 - 8,Abstrait,10.9,1,,,,,,23-04-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Schmidt,,,,,2017-2018,Adultes,1 cartes,58 cartes; ,09/08/2019,
,470,Time Stories + scénrio asylum,R,ENQ,ENQ,Bon,12,150,2 - 4,Enquête,40.5,3,,,,,,23-04-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Space cowboy,,,,,2017-2018,Adultes,"1 pion bagou et 1 pion force
 ","plateu de jeu, livret de règles, 8 pions agent, 1 marqueur de temps, 1 merquer de groupe, 1 dé time captain, 6 dés action, 7 boucliers temps, 40 boucliers normaux, 7 boucliers coeur, 7 boucliers speciaux, 140 jetons ressource, 30 points de vie, 24 jetons état ;125 cartes",09/08/2019,
,471,Time Stories - Santo Tomas de Aquino,R,ENQ,ENQ,Bon,12,60,2 - 4,Enquête,15,1,,,,,Don Sandrine,23-04-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Space cowboy,,,,,2017-2018,Adultes,,56 cartes ,09/08/2019,
,472,Dominion : L'intrigue,R,REF,REF,Bon,8,60,2 - 4,Médiéval,40.5,3,,,,,,23-04-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Hans im Glück,,,,,2017-2018,Adultes,,500 cartes,01/08/2019,
,473,Yogi,R,ADR,ADR,Bon,8,20,3 - 10,Abstrait,12.9,1,,,,,Don Gigamic,23-04-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Gigamic,,,,,2017-2018,Adultes,,54 cartes tot terrain; 2 portes cartes; régle,01/08/2019,
,474,Chrono-mots,R,COM,COM,Bon,10,20,2 - 10,Mots,10.9,1,,240 gr,100,,Don Gigamic,23-04-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Gigamic,,,,,2017-2018,Adultes,,"1 régle, 20 cartes lettres, 80 cartes mots, 1 sablier",01/08/2019,
,475,Jokes de papa,R,EXP,EXP,Bon,12,20,2 - 12,Mots,20,2,,,,,Don Gigamic,23-04-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,Gigamic,,,,,2017-2018,Adultes,,250 cartes jokes; 70 crates défis; 10 cartes vierge,02/08/2019,
,476,"Arty Toys - Pirates - Maxi lot figurines, bateau et île",S,MIS,MIS,Bon,4,0,1,Pirates,181.7,3,,,,,,23-04-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,,,,,,2017-2018,Enfants,1 bombe rouge,"1 bateau , 1 ile avec rocher, 1 canon (3 fléchettes, 1 pirate); 1 canot (2 trésors: 1 coffre, 1 pirate, 1 sabre, 1 perroquet);1 canon (5 boulets, 1 pirate); 1 trône (1 pirate, 1 épée, 1 hache, 1 bombe rouge); 5 pirates.",12/08/2019,
,477,Koobi - Passion 550 pièces,S,COS,COS,Bon,4,0,1,Bois,219,3,,,,,,23-04-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,,,,,,2017-2018,Animations,,pas compté,12/08/2019,
,478,Tapis de jeu - course,S,MIS,MIS,Bon,2,0,1,Véhicules,20,2,,,,,,23-04-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,,,,,,2017-2018,Enfants,,1 tapis,12/08/2019,
,479,Tapis de jeu - ferme,S,MIS,MIS,Bon,2,0,1,Animaux,20,2,,,,,,23-04-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,,,,,,2017-2018,Enfants,,1 tapis,12/08/2019,
,480,Tapis de jeu - ville,S,MIS,MIS,Bon,2,0,1,Véhicules,20,2,,,,,,23-04-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,,,,,,2017-2018,Enfants,,1 tapis,12/08/2019,
,481,Tapis de jeu - château,S,MIS,MIS,Bon,2,0,1,Médiéval,20,2,,,,,,23-04-2018,,Dobble,2009,Denis Blanchot,http://img2.trictrac.net/generate/default_100_100/1364147704.J4vzw.jpeg,Igor Polouchine,,,,,,,2017-2018,Enfants,,1 tapis,12/08/2019,
,482,Panier pique-nique métal,S,ROL,ROL,Bon,3,0,1,Nourriture,24.99,2,,,,,,31-05-2018,,,,,,,,,,,,,2017-2018,Enfants,1 nappe et 4 timbales,"1 panier osier, 4 assiettes métal, 4 timbales metal, 4 fouchettes plastique blanches et rouges, 4 cuiller plastique blanches et rouges, 1 nappe à damiers rouges + lots nourriture",12/08/2019,
,483,Poulet rôti en bois à découper,S,ROL,ROL,Bon,3,0,1,Nourriture,14.99,1,,,,,,31-05-2018,,,,,,,,,,,,,2017-2018,Enfants,1 plateau,"1 planche à découper, 1 couteau, 1 fourchette, 1 poulet en 6 morceaux",12/08/2019,
,484,2 sets poeles et aliments en plastique Oxybul,S,ROL,ROL,Bon,3,0,1,Nourriture,10.8,1,,,,,,31-05-2018,,,,,,,,,,,,,2017-2018,Enfants,"4 paire tomate en +, 1 steak en -","2 poelles en plastique, 2 spatules, 2 toats, 2 bananes, 1 croissant, 1 darne de poisson, 1 escalope, 1 tranche de gruyère, 1 tas de frites, 1 part de pizza, 3 oeufs au plat, 1 paire de tranches de tomate, 1 tas de dés de carottes, 1 lamelle bacon, 3 steacks, 1 paire rondelles cornichon, 4 saucisses, 1 jus de fruits, 1 moutarde.",12/08/2019,
,485,Batterie de cuisine en métal,S,ROL,ROL,Bon,3,0,1,Nourriture,20,2,,,,,,31-05-2018,,,,,,,,,,,,,2017-2018,Enfants,,"1 support metal, 1 spatule bois, 1 cuiller bois, 1 couvercle métal, 1 passoire metal, 1 faitout métal, 1 casserole metal, 1 poele métal",12/08/2019,
,486,Lot accessoires déguissement pirate,S,ROL,ROL,Bon,3,0,1,Nourriture,40.2,3,,,,,,31-05-2018,,,,,,,,,,,,,2017-2018,Enfants,"5 boucles; 3 sabre; 2 petits sabres, 1 pistolet; 3 bourses","12 boucles d'oreilles, 42 doublons, 5 grands sabres, 7 petits sabres, 5 crochets, 7 pistolets, 12 chache-oeil, 12 pendentifs, 7 bourses en tissus, 3 chapeaux pirate; 2 crâne.",12/08/2019,
,487,Farmini,R,COM,COM,Bon,5,15,1 - 4,Animaux,7.9,1,,,,,Don Iello,31-05-2018,,,,,,,,Loki,,,,,2017-2018,Enfants,,"54 Cartes, 15 Jetons, 1 Règle du jeu",,
,488,Troll & dragon,R,HAS,HAS,Bon,7,20,2 - 5,Fantasy,14.5,1,,,,,Don Iello,31-05-2018,,,,,,,,Loki,,,,,2017-2018,Enfants,,"60 Diamants, 50 Pépites d’Or, 5 Sacs Aventuriers, 1 Main du Troll, 8 Dés, 1 règle du jeu",,
,489,SOS Dino,R,HAS,HAS,Bon,7,30,1 - 4,Dinosaures,24.9,2,,,,,Don Iello,31-05-2018,,,,,,,,Loki,,,,,2017-2018,Enfants,,"4 Figurines de Dinosaures, 1 Plateau de jeu, 4 Volcans, 4 Montagnes, 9 Obstacles, 58 Tuiles Danger, 6 Jetons Oeufs de Dino, 1 Grand sac en tissu, 1 Règle du jeu",,
,490,Cubes type clipos (37),A,COS,COS,Bon,2,0,1,Abstrait,20,2,,,,,Don Arnaud,31-05-2018,,,,,,,,,,,,,2017-2018,Enfants,1 cubes,37 cubes,12/08/2019,
,491,Mini passe trappe,R,ADR,ADR,Bon,8,5,2,Bois,50,3,,,,,,31-01-2018,,,,,,,,,,,,,2017-2018,Animations,,,,
,492,Passe trappe 120cm,R,ADR,ADR,Bon,8,5,2,Bois,90,3,,,,,Fabrication Licorne,31-05-2018,,,,,,,,,,,,,2017-2018,Animations,,1 plateau; 10 palets,12/08/2019,
,493,Remonte-Balle orange,R,ADR,ADR,Abimé,6,10,2,Bois - hors inventaire,100,3,,,,,Fabrication Licorne,31-05-2018,,,,,,,,,,,,prevoir renforcement plateau,2017-2018,Animations,,1 plateau ; 2 balles,12/08/2019,
,494,Poc !,R,ADR,ADR,Bon,6,30,2 - 4,Abstrait,13.9,1,,,,,,,,,,,,,,,,,,,2018-2019,Adultes,,,,
,495,kingdom run,R,PAR,PAR,Bon,7,30,2 - 4,Abstrait,12.9,1,,,,,,,,,,,,,,Ankama,,,,,2018-2019,Adultes,,5 plateau; 16 pions perso; 12 jetons PV; 4 dés; 5 jetons score,01/08/2019,
,496,Peanut Club,R,EXP,EXP,Bon,8,30,3 - 6,Enchère,19.5,1,,,,,,,,,,,,,,Lumberjacks [Studio],,,,,2018-2019,Adultes,"2 cartes objets en plus
2 jetons pouvoirs en plus",1 livret de règle; 31 cartes objets; 6 cartes personnages; 3 cartes valeurs; 90 cartes monnaies; 30 jetons pouvoirs,09/08/2019,
,497,abyss - leviathan,R,REF,REF,Bon,10,30 - 60,2 - 5,Mer,19.9,1,,,,,,,,,,,,,,Bombyx,,,,,2018-2019,Adultes,,1 régle; 1 plateau frontiére; 20 cartes léviathan; 10 cartes seigneur; 21 cartes alliés; 3 cartes monstres; 26 pions blessure; 10 pions PV; 20 pions monstres ; 1 figurine fléau; 2 dés; 1 coupelle.,31/07/2019,
,498,Scythe,R,REF,REF,Bon,14,60 - 120,1 - 5,Guerre,72,3,,,,,,,,,,,,,,Matagot,,,,,2018-2019,Adultes,,"1 guide demarrage rapide; 5 plateaux joueur; 1 plateau; 80 pions ressources; 80 piéces;12 jetons multiplicateur; 12 jetons rencontre; 6 tuiles bonus; 42 cartes combats; 23 cartes objectifs; 28 cartes rencontre; 12 cartes usine;;2 roue de puissance; 5 cartes traversée, par factions * 5 : 1 plateau factions, 1 pions actions, 1 pions popularité, 1 pions puissance; 6 pions étoiles; 4 pions batiments;4 pions recru;4 figurines mecha; 1 perso; 8 ouvriers; 6 cubes techno extension : 19 cartes automates; 4 cartes étoiles; 8 cartes refence",09/08/2019,
,499,happy pigs ,R,REF,REF,Bon,10,30 - 60,2 - 6,Ferme,28.9,2,,,,,,,,,,,,,,IELLO et Swan Panasia Games,,,,,2018-2019,Adultes,,1 marché; 20 billets; 64 piéces; 24 cartes saison; 75 tuiles objets; 24 tuiles action ; 1 jetons 1 er joueur; 20 prés; 196 tuiles cochon,01/08/2019,
,500,Welcome,R,REF,REF,Bon,10,30,1 - 10+,Ville,19.5,1,,,,,,,,,,,,,,blue cocker,,,,,2018-2019,Adultes,,régle; carnet score; 81 cartes travaux; 29 cartes plans; 4 aides de jeu.,01/08/2019,
,501,Trouv'tout,R,ASS,ASS,Bon,4,15,2 - 5,Abstrait,15.9,1,,,60,,Partenariat Gigamic,,,,,,,,,Gigamic,,,,,2018-2019,Enfants,,"1 regle ,60 cartes recto-verso.",06/08/2019,
,502,Saboteur la grande aventure,R,EQU,PAR,Bon,10,60,3 - 9,Fantasy,24.9,2,,,,,Partenariat Gigamic,,,,,,,,,Gigamic,,,,,2018-2019,Adultes,,40 cartes chemin; 23 cartes actions; 2 cartes départ; 4 cartes mines; 12 cartes trésor; 10 cartes nains; 10 jetons nain; 10 marqueurs nain; 32 jetons PV; 14 jetons forêt; 1 jeton dragon; 1 plateau,02/08/2019,
,503,13 indices,R,ENQ,ENQ,Bon,8,45,2 - 6,Enquête,24.9,2,,,,,Partenariat Gigamic,,,,,,,,,Gigamic,,,,,2018-2019,Adultes,,30 cartes; 6 paravents; un carnet résolutions; 6 crayons; 8 tuiles loupes; 8 tuiles lettres; 6 tuiles top secret,09/08/2019,
,504,Aventuriers du rail new york,R,PAR,PAR,Bon,8,30,2 - 4,Véhicules,17.9,1,,,,,,,,,,,,,,Days of wonder,,,,,2018-2019,Adultes,,1 plateau; 60 taxis; 44 cartes transport. 7 taxi en plus,01/08/2019,
,505,Gold armada,R,HAS,HAS,Bon,7,45,2 - 5,Pirates,22.95,2,,,,,,,,,,,,,,Tactic,,,,,2018-2019,Adultes,,"1 regle, 1 plateau, 30 pions doublon (6 de 1, 9 de 2, 9 de 3, 4 de 4, 1 de 5, 1 de 6) 6 pions cranes, 5 dés.",06/08/2019,
,506,Santorini,R,REF,REF,Bon,8,30,2 - 4,Antiquité,26.9,2,,,,,,,,,,,,,,Spin Master,,,,,2018-2019,Adultes,,18 dômes; 22 etages niv 1; 18 etages niv 2; 14 etages niv 3; 1 falaise;1 ile; 30 cartes; 6 ouvriers,09/08/2019,
,507,Cottage garden,R,COM,COM,Bon,,,,Jardinage,29,2,,,,,,,,,,,,,,Edition Spielwiese,,,,,2018-2019,Adultes,1 tuiles chat,"2 tuiles ruche; 36 tuiles fleurs; 1 brouettes; 9 plateau parterre; 1 tuiles parasol; 1 dés; 30 jetons chats; 16 jetons pot de fleurs; 4 pistes score; 12 cubes oranges, 12 bleus",06/08/2019,
,508,7 wonders armada,R,REF,REF,Bon,10,45,3 - 7,Antiquité,26.9,2,,,,,,,,,,,,,,Superlude,,,,,2018-2019,Adultes,jetons conflit terrestre,8 plateaux chantier; 32 navire; 24 cartes armada; 27 cartes ile; 2 jetons débarquement; 6 piéces de 6 ; 4 aides de jeu; 1 carnet de score; livret; 48 jetons conflit; 17 jetons défaite; 6 jetons conflit terrestre; 3 jetons victoires; 3 jetons défaite,02/08/2019,
,509,Cap'taine carcasse,R,COM,COM,Bon,8,15,2 - 4,Mer,13.5,1,,,,,,,,,,,,,,Bombyx,,,,,2018-2019,Enfants,,60 cartes butin ; 17 cartes scaphandrier ; 6 cartes variante ; 4 aide de jeu ; 1 règle du jeu,26/08/2019,
,510,Apocalypse zoo,R,REF,REF,Bon,12,15,2 - 4,Zombies,11.5,1,,,,,,,,,,,,,,Opla,,,,,2018-2019,Adultes,,16 cartes perso; 50 cartes zoo,02/08/2019,
,511,Panic island,R,EXP,EXP,Bon,8,15,1 - 8,Aventure,13.9,1,,,,,,,,,,,,,,"OldChap Editions
",,,,,2018-2019,Adultes,,39 cartes 1 paquets de 12 cartes; 1 sablier; 1 régles,09/08/2019,
,512,The mind,R,COO,EXP,Bon,,,,Abstrait,9.95,1,,,,,,,,,,,,,,Oya,,,,,2018-2019,Adultes,,100 cartes ; 12 cartes niveau ; 5 cartes vies ; 3 cartes shuriken ; 1 règle du jeu,09/08/2019,
,513,Decrypto ,R,ENQ,ENQ,Bon,,,,Mots,17.9,1,,,,,,,,,,,,,,Scorpion Masqué,,,,,2018-2019,Adultes,,"2 écran, 4 supports carton; 110 cartes mots clefs; 48 cartes code; 8 jetons (2x4); 1 sablier, feuilles de notes, livret de règles",09/08/2019,
